Tracking de posiciones para la escena MainMenu
A_real_smooth,0.004599333,0.01933217,0.001730442,0.01994696,359.4669,0.1011471,3.87964,359.4879
B_real_smooth,0.01017833,0.01315233,0.0006365776,0.01664294,6.145483,357.7279,359.2621,507.0269
A_real_smooth,0.004598856,0.01933229,0.001730442,0.01994696,359.4669,0.1011463,3.879641,359.4879
B_real_smooth,0.01018274,0.01315179,0.0006365776,0.01664521,6.145482,357.7279,359.2621,507.0269
A_real_smooth,0.00460124,0.01933178,0.001730442,0.01994702,359.4669,0.1011459,3.879638,359.4879
B_real_smooth,0.01018775,0.01315123,0.0006365776,0.01664783,6.145483,357.7279,359.2621,507.0269
A_real_smooth,0.004602432,0.01933157,0.001730442,0.01994709,359.4669,0.101146,3.879637,359.4879
B_real_smooth,0.01019144,0.01315081,0.0006365776,0.01664976,6.145482,357.7279,359.2621,507.0269
A_real_smooth,0.00460434,0.01933151,0.001730442,0.01994748,359.4669,0.1011436,3.879632,359.4879
B_real_smooth,0.0101943,0.01315042,0.0006365776,0.01665121,6.145479,357.7279,359.2621,507.0269
A_real_smooth,0.004604816,0.01933086,0.001727581,0.0199467,359.4669,0.1011447,3.879632,359.4879
B_real_smooth,0.01019835,0.01314995,0.0006361008,0.01665329,6.145477,357.7279,359.2621,507.0269
A_real_smooth,0.004606724,0.01933044,0.001728058,0.01994678,359.4669,0.1011419,3.879632,359.4879
B_real_smooth,0.01020241,0.01314944,0.0006361008,0.01665538,6.145479,357.7279,359.2621,507.0269
A_real_smooth,0.004610538,0.01932997,0.001728058,0.0199472,359.467,0.1011422,3.879627,359.4879
B_real_smooth,0.0102067,0.01314893,0.0006361008,0.01665761,6.145476,357.7279,359.2621,507.0269
A_real_smooth,0.004612327,0.01932892,0.001728058,0.0199466,359.467,0.1011412,3.879624,359.4879
B_real_smooth,0.01020968,0.01314846,0.0006346703,0.016659,6.145479,357.7279,359.2621,507.0269
A_real_smooth,0.004612327,0.01932904,0.001728058,0.01994672,359.467,0.1011416,3.879625,359.4879
B_real_smooth,0.01021183,0.0131481,0.0006346703,0.01666003,6.145477,357.7279,359.2621,507.0269
A_real_smooth,0.004614234,0.01932907,0.001728058,0.01994719,359.467,0.1011431,3.879629,359.4879
B_real_smooth,0.010216,0.01314756,0.0006341934,0.01666215,6.145479,357.7279,359.2621,507.0269
A_real_smooth,0.004616022,0.01932824,0.001728058,0.01994679,359.467,0.1011425,3.87963,359.4879
B_real_smooth,0.01022172,0.01314685,0.0006341934,0.01666509,6.145478,357.7279,359.2621,507.0269
A_real_smooth,0.004615545,0.01932827,0.001728058,0.01994671,359.467,0.1011435,3.87963,359.4879
B_real_smooth,0.01022625,0.01314637,0.0006341934,0.0166675,6.145477,357.7279,359.2621,507.0269
A_real_smooth,0.004616976,0.01932836,0.001728058,0.01994713,359.467,0.1011434,3.879635,359.4879
B_real_smooth,0.01023126,0.01314586,0.0006341934,0.01667017,6.145479,357.7279,359.2621,507.0269
A_real_smooth,0.004618168,0.01932782,0.001728058,0.01994689,359.467,0.1011448,3.879637,359.4879
B_real_smooth,0.01023412,0.01314548,0.0006341934,0.01667162,6.145479,357.7279,359.2621,507.0269
A_real_smooth,0.004617453,0.01932788,0.001728058,0.01994678,359.467,0.1011461,3.879642,359.4879
B_real_smooth,0.01023948,0.01314491,0.0006341934,0.01667447,6.145483,357.7279,359.2621,507.0269
A_real_smooth,0.004617333,0.019328,0.001728058,0.01994687,359.467,0.1011469,3.879647,359.4879
B_real_smooth,0.01024413,0.01314437,0.0006341934,0.0166769,6.145483,357.7279,359.2621,507.0269
A_real_smooth,0.004619002,0.01932761,0.001728058,0.01994688,359.467,0.1011475,3.879641,359.4879
B_real_smooth,0.01024628,0.01314402,0.0006341934,0.01667794,6.145484,357.7279,359.2621,507.0269
A_real_smooth,0.004621506,0.01932701,0.001728058,0.01994688,359.467,0.1011494,3.879639,359.488
B_real_smooth,0.01024759,0.01314375,0.0006341934,0.01667853,6.145488,357.7279,359.2621,507.0269
A_real_smooth,0.00462389,0.01932645,0.001728058,0.01994688,359.467,0.1011493,3.879634,359.488
B_real_smooth,0.01024961,0.01314351,0.0006341934,0.01667959,6.145491,357.7279,359.2621,507.0269
A_real_smooth,0.004625797,0.01932538,0.001725674,0.01994608,359.467,0.1011493,3.879634,359.488
B_real_smooth,0.01025271,0.01314318,0.0006341934,0.01668124,6.145492,357.7279,359.2621,507.0269
A_real_smooth,0.004628062,0.01932544,0.001725197,0.01994662,359.467,0.1011466,3.879635,359.488
B_real_smooth,0.0102551,0.01314276,0.0006341934,0.01668237,6.145493,357.7279,359.2621,507.0269
A_real_smooth,0.004631758,0.01932448,0.001722813,0.01994635,359.467,0.1011466,3.879633,359.488
B_real_smooth,0.0102582,0.01314232,0.0006341934,0.01668392,6.145492,357.7279,359.2621,507.0269
A_real_smooth,0.004632354,0.01932392,0.001722813,0.01994594,359.467,0.1011475,3.879634,359.488
B_real_smooth,0.01026082,0.01314187,0.0006337166,0.01668517,6.145495,357.7279,359.2621,507.0269
A_real_smooth,0.004631996,0.01932371,0.001722813,0.01994565,359.467,0.1011483,3.879636,359.488
B_real_smooth,0.01026297,0.01314142,0.0006337166,0.01668613,6.145495,357.7279,359.2621,507.0269
A_real_smooth,0.004632711,0.01932403,0.001722813,0.01994614,359.467,0.1011462,3.879636,359.488
B_real_smooth,0.01026583,0.01314092,0.0006337166,0.0166875,6.1455,357.7279,359.2621,507.0269
A_real_smooth,0.004635215,0.01932311,0.001722336,0.01994578,359.467,0.1011459,3.87963,359.488
B_real_smooth,0.01026893,0.01314044,0.0006337166,0.01668903,6.145503,357.7279,359.2621,507.0269
A_real_smooth,0.004637837,0.01932299,0.001722336,0.01994628,359.467,0.1011458,3.879631,359.488
B_real_smooth,0.01027226,0.01313993,0.0006337166,0.01669068,6.145504,357.7279,359.2621,507.0269
A_real_smooth,0.004641294,0.01932231,0.001719952,0.01994621,359.467,0.101143,3.879626,359.488
B_real_smooth,0.01027441,0.01313969,0.0006327629,0.01669178,6.145504,357.7279,359.2621,507.0269
A_real_smooth,0.004641533,0.01932234,0.001719952,0.0199463,359.467,0.1011453,3.879628,359.488
B_real_smooth,0.01027632,0.0131394,0.0006327629,0.01669272,6.145508,357.7279,359.2621,507.0269
A_real_smooth,0.004644632,0.01932186,0.001718998,0.01994647,359.467,0.1011464,3.879626,359.488
B_real_smooth,0.0102787,0.01313907,0.0006327629,0.01669393,6.145511,357.7279,359.2621,507.0269
A_real_smooth,0.00464654,0.01932085,0.001717091,0.01994577,359.467,0.1011462,3.879624,359.488
B_real_smooth,0.01028132,0.01313871,0.0006327629,0.01669526,6.14551,357.7279,359.2621,507.0269
A_real_smooth,0.004648924,0.01932049,0.001716137,0.0199459,359.467,0.1011479,3.879628,359.488
B_real_smooth,0.01028693,0.01313806,0.0006327629,0.0166982,6.145508,357.7279,359.2621,507.0269
A_real_smooth,0.004651546,0.01931974,0.001715183,0.01994571,359.467,0.1011484,3.879628,359.488
B_real_smooth,0.01029086,0.01313755,0.0006322861,0.0167002,6.145513,357.7279,359.2621,507.0269
A_real_smooth,0.004654408,0.01931944,0.001714706,0.01994604,359.467,0.1011488,3.879624,359.488
B_real_smooth,0.01029313,0.01313722,0.0006322861,0.01670134,6.145517,357.7279,359.2621,507.0269
A_real_smooth,0.004658222,0.01931828,0.001713753,0.01994573,359.467,0.1011504,3.879626,359.4879
B_real_smooth,0.01029718,0.01313663,0.0006322861,0.01670337,6.14552,357.7279,359.2621,507.0269
A_real_smooth,0.004660606,0.01931727,0.001712322,0.01994518,359.467,0.1011519,3.879625,359.4879
B_real_smooth,0.01030016,0.01313624,0.0006322861,0.0167049,6.14552,357.7279,359.2621,507.0269
A_real_smooth,0.004660606,0.01931721,0.001713276,0.0199452,359.467,0.1011525,3.879625,359.4879
B_real_smooth,0.01030588,0.01313552,0.0006322861,0.01670787,6.145521,357.7279,359.2621,507.0269
A_real_smooth,0.004659414,0.01931685,0.001713276,0.01994458,359.467,0.1011554,3.879629,359.4879
B_real_smooth,0.0103085,0.01313505,0.0006322861,0.01670911,6.145528,357.7279,359.2621,507.0269
A_real_smooth,0.004658461,0.01931679,0.001713276,0.0199443,359.467,0.1011538,3.879626,359.4879
B_real_smooth,0.01031208,0.01313481,0.0006322861,0.01671113,6.145534,357.7279,359.2621,507.0269
A_real_smooth,0.004659176,0.01931649,0.001713276,0.01994418,359.467,0.1011535,3.879625,359.4879
B_real_smooth,0.01031756,0.01313418,0.0006322861,0.01671403,6.145536,357.7279,359.2621,507.0269
A_real_smooth,0.004661083,0.0193162,0.001713276,0.01994433,359.467,0.1011524,3.879621,359.488
B_real_smooth,0.01031947,0.01313379,0.000629425,0.01671479,6.145538,357.7279,359.2621,507.0269
A_real_smooth,0.004662514,0.01931545,0.001713753,0.01994399,359.467,0.1011535,3.87962,359.488
B_real_smooth,0.01032019,0.01313353,0.000629425,0.01671502,6.145542,357.7279,359.2621,507.0269
A_real_smooth,0.004665375,0.0193148,0.001713753,0.01994402,359.467,0.1011533,3.879622,359.488
B_real_smooth,0.01032138,0.01313332,0.000629425,0.01671559,6.145543,357.7279,359.2621,507.0269
A_real_smooth,0.004667759,0.0193136,0.00171423,0.01994347,359.467,0.1011533,3.87962,359.488
B_real_smooth,0.01032424,0.01313287,0.000629425,0.01671701,6.145546,357.7279,359.2621,507.0269
A_real_smooth,0.00467062,0.01931381,0.001714706,0.01994438,359.467,0.1011534,3.879617,359.488
